City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Vao,NC,2020-12-23 17:21:45,-22.67,167.48,75.47,74,3,4.21
277,Bayburt,TR,2020-12-23 17:21:45,40.26,40.23,20.25,94,98,3.47
278,Nanortalik,GL,2020-12-23 17:21:46,60.14,-45.24,37.63,88,100,28.07
279,Muros,ES,2020-12-23 17:21:46,42.78,-9.06,53.01,70,97,11.61
280,Nanakuli,US,2020-12-23 17:21:46,21.39,-158.15,68.0,88,1,4.7
281,Zhigansk,RU,2020-12-23 17:21:46,66.77,123.37,-42.47,78,73,5.26
282,Flin Flon,CA,2020-12-23 17:21:46,54.77,-101.86,-25.6,74,5,4.7
283,Omsukchan,RU,2020-12-23 17:21:47,62.53,155.8,-41.44,74,98,5.41
284,Catamarca,AR,2020-12-23 17:21:47,-28.47,-65.79,84.99,37,0,1.99
285,Black River,JM,2020-12-23 17:21:47,18.03,-77.85,84.99,66,40,19.46
286,Altay,CN,2020-12-23 17:21:47,47.87,88.12,5.25,82,90,2.44
287,Chuy,UY,2020-12-23 17:21:48,-33.7,-53.46,77.59,52,0,10.96
288,Ziyang,CN,2020-12-23 17:21:48,29.25,117.85,43.63,90,81,1.5
289,Lilongwe,MW,2020-12-23 17:20:48,-13.97,33.79,76.21,64,98,6.33
290,Beni Mazar,EG,2020-12-23 17:19:20,28.5,30.8,60.66,60,71,14.76
291,Caravelas,BR,2020-12-23 17:21:49,-17.71,-39.25,86.49,53,54,11.7
292,Dudinka,RU,2020-12-23 17:21:49,69.41,86.18,-43.6,64,0,2.24
293,Hit,IQ,2020-12-23 17:21:49,33.64,42.83,58.12,51,0,8.86
294,Villa Maria,AR,2020-12-23 17:21:49,-32.41,-63.24,89.01,32,0,1.99
295,Jonesboro,US,2020-12-23 17:17:35,35.84,-90.7,53.6,76,90,24.16
296,Margherita,IN,2020-12-23 17:21:50,27.28,95.68,59.18,73,0,1.81
297,Derzhavinsk,KZ,2020-12-23 17:21:50,51.1,66.32,4.78,94,100,10.94
298,Melilla,ES,2020-12-23 17:21:50,35.29,-2.94,60.8,77,20,10.29
299,Omboue,GA,2020-12-23 17:21:51,-1.57,9.26,79.92,83,98,7.14
300,Lira,UG,2020-12-23 17:21:51,2.23,32.91,75.56,40,100,4.7
301,Abu Dhabi,AE,2020-12-23 17:21:41,24.47,54.37,71.6,53,0,5.82
302,Kerema,PG,2020-12-23 17:21:51,-7.96,145.78,75.81,88,100,9.15
303,Roald,NO,2020-12-23 17:21:51,62.58,6.13,35.6,93,75,3.36
304,Ahipara,NZ,2020-12-23 17:21:52,-35.17,173.17,65.16,91,99,10.74
305,Zaozerne,UA,2020-12-23 17:21:52,45.16,33.28,34.63,85,88,3.36
306,Bilma,NE,2020-12-23 17:21:52,18.69,12.92,73.38,19,70,7.63
307,Acarau,BR,2020-12-23 17:21:52,-2.89,-40.12,87.24,56,61,17.54
308,Saskylakh,RU,2020-12-23 17:21:53,71.92,114.08,-24.74,86,100,6.06
309,Luderitz,NA,2020-12-23 17:21:53,-26.65,15.16,73.4,60,0,20.8
310,Herat,AF,2020-12-23 17:21:53,34.5,62.0,44.08,54,40,8.19
311,Waitati,NZ,2020-12-23 17:21:53,-45.75,170.57,55.99,92,100,15.99
312,Cam Ranh,VN,2020-12-23 17:21:54,11.92,109.16,75.2,88,75,2.24
313,Panzhihua,CN,2020-12-23 17:21:54,26.59,101.71,49.46,74,9,1.68
314,Olonets,RU,2020-12-23 17:21:54,60.98,32.97,25.99,98,100,10.78
315,Balabac,PH,2020-12-23 17:21:54,7.99,117.06,78.96,81,100,4.45
316,Topolobampo,MX,2020-12-23 17:21:55,25.6,-109.05,69.01,56,0,1.01
317,Naruja,GE,2020-12-23 17:21:55,41.91,41.95,39.2,86,75,9.17
318,Maine-Soroa,NE,2020-12-23 17:21:55,13.21,12.02,80.53,16,17,7.18
319,Pimentel,PE,2020-12-23 17:21:16,-6.84,-79.93,73.4,69,0,4.7
320,Baracoa,CU,2020-12-23 17:21:55,20.35,-74.5,81.16,71,28,11.41
321,Talcahuano,CL,2020-12-23 17:21:56,-36.72,-73.12,71.6,53,0,14.99
322,Tabas,IR,2020-12-23 17:21:56,33.6,56.92,50.0,53,100,4.7
323,Bom Jardim,BR,2020-12-23 17:17:14,-7.8,-35.59,87.8,45,40,12.75
324,Tuatapere,NZ,2020-12-23 17:21:56,-46.13,167.68,54.0,98,100,1.99
325,Cherskiy,RU,2020-12-23 17:21:57,68.75,161.3,-9.51,91,100,4.65
326,Marzuq,YE,2020-12-23 17:21:57,14.4,46.47,64.33,38,3,3.29
327,Katherine,AU,2020-12-23 17:21:57,-14.47,132.27,77.0,88,94,4.7
328,Bengkulu,ID,2020-12-23 17:17:16,-3.8,102.27,76.5,87,100,3.83
329,Hidalgo,MX,2020-12-23 17:21:57,20.5,-99.0,68.95,33,25,5.99
330,San Quintin,MX,2020-12-23 17:21:58,30.48,-115.95,59.65,65,100,2.82
331,Alofi,NU,2020-12-23 17:21:58,-19.06,-169.92,75.2,94,97,3.36
332,Ishigaki,JP,2020-12-23 17:21:58,24.34,124.16,72.41,92,93,2.06
333,Pak Phanang,TH,2020-12-23 17:21:58,8.35,100.2,77.97,79,99,9.19
334,Nerja,ES,2020-12-23 17:21:58,36.76,-3.89,60.01,81,3,6.62
335,Pontiac,US,2020-12-23 17:20:55,42.64,-83.29,44.6,52,1,16.11
336,Hobyo,SO,2020-12-23 17:21:59,5.35,48.53,77.99,70,10,22.1
337,Eyl,SO,2020-12-23 17:21:59,7.98,49.82,76.86,61,15,22.46
338,Pangnirtung,CA,2020-12-23 17:22:00,66.15,-65.71,1.4,64,75,1.77
339,Oranjemund,NA,2020-12-23 17:22:00,-28.55,16.43,65.05,74,0,18.45
340,Miraflores,MX,2020-12-23 17:22:00,19.22,-98.81,69.01,45,5,2.73
341,Nahariyya,IL,2020-12-23 17:22:00,33.01,35.09,66.2,59,40,6.93
342,Chopinzinho,BR,2020-12-23 17:22:01,-25.86,-52.52,83.95,60,34,2.19
343,Bandarbeyla,SO,2020-12-23 17:22:01,9.49,50.81,75.24,69,0,22.64
344,Riyadh,SA,2020-12-23 17:22:02,24.69,46.72,66.2,45,0,3.36
345,Mesetas,CO,2020-12-23 17:22:02,3.38,-74.04,82.45,61,45,6.87
346,Maceio,BR,2020-12-23 17:22:02,-9.67,-35.74,82.4,65,75,13.87
347,Port Hedland,AU,2020-12-23 17:22:02,-20.32,118.57,80.6,88,99,12.75
348,Sao Jose Da Coroa Grande,BR,2020-12-23 17:22:03,-8.9,-35.15,83.37,58,97,10.04
349,Laguna,US,2020-12-23 17:22:03,38.42,-121.42,44.01,93,1,3.36
350,Mamallapuram,IN,2020-12-23 17:22:03,12.63,80.17,75.2,83,40,2.24
351,Angoche,MZ,2020-12-23 17:22:03,-16.23,39.91,83.55,75,26,11.34
352,Beira,MZ,2020-12-23 17:22:03,-19.84,34.84,86.0,79,20,10.29
353,Ilulissat,GL,2020-12-23 17:22:04,69.22,-51.1,30.2,86,75,3.36
354,Hongjiang,CN,2020-12-23 17:22:04,27.11,110.0,42.6,74,12,1.9
355,La Peca,PE,2020-12-23 17:22:04,-5.61,-78.44,81.86,53,100,1.07
356,Los Llanos De Aridane,ES,2020-12-23 17:22:04,28.66,-17.92,69.8,60,20,9.17
357,Kharan,PK,2020-12-23 17:22:04,28.58,65.42,50.99,44,0,4.16
358,Khani,GE,2020-12-23 17:22:05,41.96,42.96,39.2,93,90,10.29
359,Byron Bay,AU,2020-12-23 17:22:05,-28.65,153.62,69.8,88,90,5.82
360,Grindavik,IS,2020-12-23 17:22:05,63.84,-22.43,30.2,92,75,10.29
361,Basoko,CD,2020-12-23 17:22:05,1.24,23.62,80.65,69,40,4.76
362,Ketchikan,US,2020-12-23 17:22:06,55.34,-131.65,41.0,93,90,28.86
363,Loei,TH,2020-12-23 17:22:06,17.42,101.5,66.0,89,97,1.23
364,Quang Ngai,VN,2020-12-23 17:22:06,15.12,108.8,70.21,89,96,6.49
365,Juneau,US,2020-12-23 17:22:06,58.3,-134.42,37.4,86,90,25.28
366,Mariental,NA,2020-12-23 17:22:06,-24.63,17.97,95.0,14,0,6.93
367,Palpa,PE,2020-12-23 17:22:07,-14.53,-75.19,87.82,34,12,10.87
368,Morant Bay,JM,2020-12-23 17:22:07,17.88,-76.41,88.0,62,20,8.05
369,San Patricio,US,2020-12-23 17:22:07,28.02,-97.52,73.99,83,75,13.87
370,Gushikawa,JP,2020-12-23 17:22:07,26.35,127.87,66.2,93,75,12.75
371,Micheweni,TZ,2020-12-23 17:22:07,-4.97,39.83,82.0,77,1,12.64
372,Nioro,GM,2020-12-23 17:22:08,13.35,-15.75,94.42,11,100,3.42
373,Carlisle,US,2020-12-23 17:18:18,40.2,-77.19,39.99,64,1,5.82
374,Lompoc,US,2020-12-23 17:22:08,34.64,-120.46,48.2,87,1,6.93
375,Karratha,AU,2020-12-23 17:22:09,-20.74,116.85,84.04,58,91,9.69
376,Mogoytuy,RU,2020-12-23 17:22:09,51.28,114.92,-0.6,86,47,2.95
377,Palmer,US,2020-12-23 17:22:09,42.16,-72.33,37.0,47,75,3.96
378,Sarangani,PH,2020-12-23 17:22:09,5.4,125.46,82.98,76,47,12.39
379,Wakkanai,JP,2020-12-23 17:22:09,45.41,141.67,36.14,80,100,23.26
380,Zilair,RU,2020-12-23 17:22:10,52.23,57.44,9.59,96,94,4.0
381,Tahta,EG,2020-12-23 17:22:10,26.77,31.5,68.0,45,0,12.75
382,Salinas,US,2020-12-23 17:17:39,36.68,-121.66,46.99,75,1,9.17
383,Fort Smith,US,2020-12-23 17:22:10,35.39,-94.4,66.0,68,75,19.46
384,Ponta Delgada,PT,2020-12-23 17:22:10,37.73,-25.67,53.6,76,20,17.22
385,Geraldton,AU,2020-12-23 17:22:11,-28.77,114.6,68.0,77,0,8.05
386,Aksay,RU,2020-12-23 17:22:11,47.26,39.87,24.8,92,90,11.18
387,Karsun,RU,2020-12-23 17:22:11,54.2,46.98,5.92,92,0,4.5
388,Yakovlevka,RU,2020-12-23 17:22:11,44.42,133.48,20.05,93,95,5.32
389,Beihai,CN,2020-12-23 17:22:11,21.48,109.1,62.87,64,96,11.81
390,Tynda,RU,2020-12-23 17:22:12,55.17,124.72,-24.23,83,22,2.8
391,Aparecida Do Taboado,BR,2020-12-23 17:22:12,-20.09,-51.09,92.59,44,15,3.29
392,Tianpeng,CN,2020-12-23 17:22:12,30.99,103.94,48.0,1,37,2.51
393,Katobu,ID,2020-12-23 17:22:13,-4.94,122.53,76.66,90,100,3.11
394,Hawalli,KW,2020-12-23 17:22:13,29.28,48.0,66.0,59,0,14.99
395,Tateyama,JP,2020-12-23 17:22:13,34.98,139.87,54.0,66,75,2.24
396,Vostok,RU,2020-12-23 17:22:13,46.49,135.88,13.21,98,99,2.66
397,Brae,GB,2020-12-23 17:22:13,60.4,-1.35,35.6,80,20,6.93
398,Rio Grande,BR,2020-12-23 17:18:15,-32.03,-52.1,80.6,44,40,13.87
399,Beloha,MG,2020-12-23 17:22:14,-25.17,45.05,80.96,57,49,2.15
400,Tessalit,ML,2020-12-23 17:22:14,20.2,1.01,74.34,19,0,10.65
401,Erzin,TR,2020-12-23 17:17:36,36.96,36.2,52.0,43,76,1.01
402,Pitimbu,BR,2020-12-23 17:22:15,-7.47,-34.81,87.8,58,40,11.41
403,Kupang,ID,2020-12-23 17:22:15,-10.17,123.58,79.07,78,71,2.21
404,Kushiro,JP,2020-12-23 17:22:15,42.98,144.37,32.88,89,57,2.06
405,Mahibadhoo,MV,2020-12-23 17:22:16,3.78,72.97,81.82,76,75,9.42
406,Mutis,CO,2020-12-23 17:22:16,6.23,-77.4,82.71,75,70,3.24
407,Nantucket,US,2020-12-23 17:22:16,41.28,-70.1,39.2,55,1,5.82
408,Kaeo,NZ,2020-12-23 17:22:16,-35.1,173.78,69.01,85,88,5.01
409,Rosario Do Sul,BR,2020-12-23 17:22:16,-30.26,-54.91,87.31,28,0,9.42
410,Moose Factory,CA,2020-12-23 17:22:17,51.26,-80.61,10.4,92,90,10.29
411,Keetmanshoop,NA,2020-12-23 17:22:18,-26.58,18.13,88.5,12,0,16.69
412,Broome,US,2020-12-23 17:22:18,42.25,-75.83,36.0,96,1,10.29
413,Vardo,NO,2020-12-23 17:22:18,70.37,31.11,35.6,80,75,18.34
414,Scarborough,GB,2020-12-23 17:22:19,54.28,-0.4,43.0,85,100,5.01
415,Saurimo,AO,2020-12-23 17:21:24,-9.66,20.39,69.04,90,100,1.05
416,Santa Cruz,BO,2020-12-23 17:20:44,-17.8,-63.17,91.4,55,20,6.93
417,Cockburn Town,TC,2020-12-23 17:22:19,21.46,-71.14,80.6,69,40,12.75
418,Dzhebariki-Khaya,RU,2020-12-23 17:22:20,62.22,135.8,-47.22,76,100,2.3
419,Xiamen,CN,2020-12-23 17:22:20,24.48,118.08,62.6,93,90,2.24
420,Peniche,PT,2020-12-23 17:17:54,39.36,-9.38,57.0,91,87,5.99
421,Puerto Leguizamo,CO,2020-12-23 17:22:20,-0.19,-74.78,86.09,63,98,4.36
422,Blois,FR,2020-12-23 17:22:21,47.58,1.33,53.6,66,75,16.11
423,Auki,SB,2020-12-23 17:22:21,-8.77,160.7,77.63,82,69,3.62
424,Talnakh,RU,2020-12-23 17:22:21,69.49,88.4,-43.6,64,0,2.24
425,Kumla,SE,2020-12-23 17:22:21,59.13,15.14,37.0,93,0,6.93
426,Sebastian,US,2020-12-23 17:22:22,35.17,-94.27,64.4,68,75,19.46
427,Buraydah,SA,2020-12-23 17:22:22,26.33,43.98,68.0,68,75,5.82
428,Lavrentiya,RU,2020-12-23 17:22:22,65.58,-171.0,28.35,98,100,13.91
429,Ancud,CL,2020-12-23 17:22:23,-41.87,-73.82,69.01,67,75,11.41
430,Denpasar,ID,2020-12-23 17:17:38,-8.65,115.22,80.6,83,40,8.05
431,Madimba,TZ,2020-12-23 17:22:23,-10.4,40.33,82.4,78,40,17.22
432,Rocha,UY,2020-12-23 17:22:23,-34.48,-54.33,86.94,25,0,10.25
433,Atambua,ID,2020-12-23 17:22:24,-9.11,124.89,72.03,83,72,0.81
434,Alamos,MX,2020-12-23 17:22:24,27.02,-108.93,74.84,23,63,1.36
435,Umm Lajj,SA,2020-12-23 17:22:24,25.02,37.27,74.12,78,6,11.21
436,Guaymas,MX,2020-12-23 17:22:24,27.93,-110.9,68.0,63,40,1.61
437,Khandyga,RU,2020-12-23 17:22:24,62.67,135.6,-46.48,77,96,1.57
438,Waipawa,NZ,2020-12-23 17:22:25,-41.41,175.52,62.6,93,98,20.8
439,Faro,PT,2020-12-23 17:21:18,37.02,-7.93,60.8,87,75,2.24
440,Port Lincoln,AU,2020-12-23 17:22:26,-34.73,135.87,58.41,79,2,10.29
441,Mizdah,LY,2020-12-23 17:22:26,31.45,12.98,57.36,62,19,6.98
442,Diffa,NE,2020-12-23 17:22:26,13.32,12.61,80.31,16,19,8.99
443,Letchworth,GB,2020-12-23 17:22:26,51.98,-0.23,50.0,93,96,6.93
444,Afua,BR,2020-12-23 17:22:27,-0.16,-50.39,88.61,57,29,4.63
445,Meulaboh,ID,2020-12-23 17:22:27,4.14,96.13,77.65,88,100,3.44
446,Grand Gaube,MU,2020-12-23 17:22:27,-20.01,57.66,79.0,80,8,10.0
447,Peruibe,BR,2020-12-23 17:22:27,-24.32,-47.0,73.13,87,97,6.78
448,Murliganj,IN,2020-12-23 17:22:27,25.9,86.98,62.65,49,0,4.88
449,Olafsvik,IS,2020-12-23 17:22:28,64.89,-23.71,36.16,84,97,7.7
450,Catuday,PH,2020-12-23 17:22:28,16.29,119.81,78.69,82,0,7.34
451,Salalah,OM,2020-12-23 17:20:43,17.02,54.09,80.6,26,0,10.29
452,Kyren,RU,2020-12-23 17:22:28,51.68,102.14,-2.43,74,47,2.48
453,Zarate,AR,2020-12-23 17:22:28,-34.1,-59.03,89.01,37,0,8.05
454,Shache,CN,2020-12-23 17:22:29,38.42,77.24,18.32,94,0,2.26
455,Kahului,US,2020-12-23 17:22:29,20.89,-156.47,71.01,77,1,3.36
456,Qaqortoq,GL,2020-12-23 17:19:53,60.72,-46.03,44.6,39,75,5.82
457,Korla,CN,2020-12-23 17:20:26,41.76,86.15,19.69,88,18,2.71
458,Wewak,PG,2020-12-23 17:22:30,-3.55,143.63,77.38,90,100,7.4
459,Tanout,NE,2020-12-23 17:22:30,14.97,8.89,79.34,16,72,10.29
460,Kandrian,PG,2020-12-23 17:22:30,-6.22,149.55,76.89,87,100,5.46
461,Coihaique,CL,2020-12-23 17:22:30,-45.58,-72.07,62.6,51,75,6.93
462,Ponta Do Sol,PT,2020-12-23 17:22:30,32.67,-17.1,68.0,77,75,5.82
463,Krusa,DK,2020-12-23 17:22:31,54.85,9.4,37.99,100,100,5.82
464,Belmonte,BR,2020-12-23 17:22:31,-15.86,-38.88,84.2,58,20,20.8
465,Wagar,SD,2020-12-23 17:22:31,16.15,36.2,79.95,54,14,14.99
466,Banyo,CM,2020-12-23 17:22:31,6.75,11.82,79.68,23,43,6.08
467,Adolfo Lopez Mateos,MX,2020-12-23 17:22:31,28.47,-107.3,54.0,24,27,5.01
468,Duxbury,US,2020-12-23 17:22:32,42.04,-70.67,39.2,44,1,6.93
469,Healesville,AU,2020-12-23 17:20:11,-37.65,145.52,57.0,86,37,1.63
470,Debre Tabor,ET,2020-12-23 17:22:32,11.85,38.02,58.62,59,92,2.55
471,Balykshi,KZ,2020-12-23 17:22:32,47.07,51.87,1.4,84,0,13.42
472,Half Moon Bay,US,2020-12-23 17:21:21,37.46,-122.43,53.01,39,20,6.93
473,Saint-Augustin,CA,2020-12-23 17:22:33,51.23,-58.65,18.72,88,100,14.9
474,San Pedro De Macoris,DO,2020-12-23 17:22:33,18.46,-69.3,86.0,78,20,6.93
475,Taoudenni,ML,2020-12-23 17:22:34,22.68,-3.98,72.07,25,0,14.99
476,Eidsvag,NO,2020-12-23 17:22:34,62.78,8.07,39.2,85,75,25.28
477,Brattvag,NO,2020-12-23 17:22:34,62.6,6.44,35.6,93,75,3.36
478,Vangaindrano,MG,2020-12-23 17:22:35,-23.35,47.6,75.54,87,45,7.56
479,Pemba,MZ,2020-12-23 17:22:35,-12.97,40.52,84.2,79,40,13.87
480,Narasannapeta,IN,2020-12-23 17:22:35,18.42,84.05,66.42,67,16,3.42
481,Gazli,UZ,2020-12-23 17:22:35,40.13,63.45,32.14,88,0,9.75
482,Sept-Iles,CA,2020-12-23 17:19:02,50.2,-66.38,17.6,44,0,10.29
483,Stromness,GB,2020-12-23 17:22:36,58.97,-3.3,39.2,80,40,5.82
484,La Ronge,CA,2020-12-23 17:22:36,55.1,-105.28,-23.8,74,0,2.24
485,Vestmannaeyjar,IS,2020-12-23 17:22:36,63.44,-20.27,32.0,86,90,4.7
486,Bud,US,2020-12-23 17:22:36,39.45,-86.18,51.01,52,90,18.34
487,Pedernales,DO,2020-12-23 17:22:37,18.04,-71.74,86.0,70,20,13.87
488,Aracatuba,BR,2020-12-23 17:22:37,-21.21,-50.43,87.8,58,40,6.93
489,Nuevo Laredo,MX,2020-12-23 17:21:13,27.48,-99.52,64.4,100,90,4.7
490,Gondanglegi,ID,2020-12-23 17:22:37,-7.75,112.01,74.77,83,56,7.92
491,Gigmoto,PH,2020-12-23 17:22:38,13.78,124.39,79.27,83,62,7.0
492,Kearney,US,2020-12-23 17:22:38,40.7,-99.08,23.0,92,90,32.21
493,Carupano,VE,2020-12-23 17:22:38,10.67,-63.26,81.77,73,100,10.8
494,Tombouctou,ML,2020-12-23 17:22:38,20.0,-3.0,72.82,20,0,8.05
495,Rundu,NA,2020-12-23 17:22:38,-17.93,19.77,70.83,84,100,9.28
496,Chandler,US,2020-12-23 17:17:45,33.31,-111.84,57.99,37,1,4.09
497,Shenjiamen,CN,2020-12-23 17:22:39,29.96,122.3,52.79,74,93,16.35
498,Manicore,BR,2020-12-23 17:20:59,-5.81,-61.3,85.06,79,99,1.83
499,Axim,GH,2020-12-23 17:22:39,4.87,-2.24,82.36,75,58,7.38
500,Santa Lucia,ES,2020-12-23 17:22:39,27.91,-15.54,69.8,52,20,6.93
501,Leiva,CO,2020-12-23 17:22:40,1.93,-77.3,76.06,72,59,1.86
502,San Jeronimo,PE,2020-12-23 17:22:40,-11.95,-75.28,62.51,46,38,3.29
503,Madridejos,ES,2020-12-23 17:22:40,39.47,-3.53,53.01,76,75,6.93
504,Portlethen,GB,2020-12-23 17:22:40,57.05,-2.13,39.2,78,90,9.17
505,Narsaq,GL,2020-12-23 17:22:40,60.92,-46.05,44.6,39,75,5.82
506,Araouane,ML,2020-12-23 17:22:41,18.9,-3.53,74.55,19,46,8.21
507,Myingyan,MM,2020-12-23 17:22:41,21.47,95.38,68.04,68,0,2.89
508,El Tambo,CO,2020-12-23 17:22:41,1.42,-77.4,64.06,81,46,5.3
509,Ndago,TZ,2020-12-23 17:22:41,-4.6,34.35,71.44,69,44,3.27
510,Longyearbyen,SJ,2020-12-23 17:22:42,78.22,15.64,33.8,64,75,20.8
511,Kainantu,PG,2020-12-23 17:22:42,-6.29,145.87,60.4,95,100,2.73
512,Dillon,US,2020-12-23 17:22:42,34.42,-79.37,57.99,44,1,6.93
513,Teslui,RO,2020-12-23 17:22:42,44.52,24.37,45.0,93,3,2.24
514,Dakar,SN,2020-12-23 17:22:42,14.69,-17.44,77.0,65,100,6.93
515,Tilichiki,RU,2020-12-23 17:22:43,60.47,166.1,-26.81,87,12,9.46
516,Cidreira,BR,2020-12-23 17:22:43,-30.18,-50.21,75.18,61,0,13.2
517,Mortka,RU,2020-12-23 17:22:43,59.33,66.02,11.3,96,95,5.37
518,Batagay-Alyta,RU,2020-12-23 17:22:43,67.8,130.41,-25.44,84,100,2.24
519,Antofagasta,CL,2020-12-23 17:22:44,-23.65,-70.4,69.8,64,20,11.41
520,Imbituba,BR,2020-12-23 17:22:44,-28.24,-48.67,78.8,65,75,5.82
521,Coxim,BR,2020-12-23 17:22:44,-18.51,-54.76,94.62,43,27,2.26
522,Manavalakurichi,IN,2020-12-23 17:22:44,8.13,77.3,82.4,74,75,12.37
523,Viedma,AR,2020-12-23 17:22:45,-40.81,-63.0,89.01,29,0,3.0
524,Portland,US,2020-12-23 17:22:45,45.52,-122.68,39.0,86,75,5.82
525,Havelock,US,2020-12-23 17:19:33,34.88,-76.9,57.0,58,54,6.93
526,Isangel,VU,2020-12-23 17:22:45,-19.55,169.27,77.18,82,48,4.65
527,Kiunga,PG,2020-12-23 17:22:45,-6.12,141.29,72.9,98,99,1.01
528,Ust-Nera,RU,2020-12-23 17:22:46,64.57,143.2,-30.33,75,99,4.92
529,Aranos,NA,2020-12-23 17:22:46,-24.13,19.12,86.32,24,80,5.46
530,Kununurra,AU,2020-12-23 17:22:46,-15.77,128.73,77.0,100,96,3.36
531,Ondjiva,AO,2020-12-23 17:22:46,-17.07,15.73,96.8,19,20,6.93
532,Sibu,MY,2020-12-23 17:22:47,2.3,111.82,77.0,94,40,1.19
533,Richards Bay,ZA,2020-12-23 17:22:47,-28.78,32.04,73.94,86,58,2.17
534,Gravdal,NO,2020-12-23 17:22:47,68.12,13.5,35.6,93,75,2.24
535,Kloulklubed,PW,2020-12-23 17:22:47,7.04,134.26,78.8,88,75,4.7
536,Jalu,LY,2020-12-23 17:22:47,29.03,21.55,57.7,60,0,7.56
537,Nassau,US,2020-12-23 17:22:48,40.75,-73.58,42.8,41,1,3.29
538,Ulladulla,AU,2020-12-23 17:22:48,-35.35,150.47,64.4,82,90,2.24
539,Atbasar,KZ,2020-12-23 17:22:48,51.8,68.33,2.91,94,100,9.17
540,Rawson,AR,2020-12-23 17:22:48,-43.3,-65.1,81.19,21,17,15.12
541,Pedra,BR,2020-12-23 17:22:49,-8.5,-36.94,85.64,35,100,5.26
542,Itoman,JP,2020-12-23 17:22:49,26.12,127.67,66.2,88,75,8.05
543,Berlevag,NO,2020-12-23 17:22:49,70.86,29.09,33.8,80,75,16.11
544,Labuhan,ID,2020-12-23 17:22:49,-6.88,112.21,78.57,77,55,12.08
545,Prince Rupert,CA,2020-12-23 17:20:48,54.32,-130.32,42.8,75,90,26.4
546,Sambava,MG,2020-12-23 17:22:50,-14.27,50.17,79.39,78,0,16.82
547,Chaman,PK,2020-12-23 17:22:50,30.92,66.45,41.5,65,0,1.95
548,Huarmey,PE,2020-12-23 17:22:50,-10.07,-78.15,74.86,64,56,11.16
549,Merauke,ID,2020-12-23 17:22:50,-8.47,140.33,80.17,82,85,4.7
550,Djenne,ML,2020-12-23 17:22:51,13.91,-4.55,90.01,12,48,2.01
551,Atyrau,KZ,2020-12-23 17:22:51,47.12,51.88,1.4,84,0,13.42
552,Mocuba,MZ,2020-12-23 17:22:51,-16.84,36.99,82.29,71,70,7.02
553,Umm Kaddadah,SD,2020-12-23 17:22:51,13.6,26.69,79.72,17,0,9.19
554,San Andres,CO,2020-12-23 17:18:25,12.58,-81.7,86.0,79,40,18.34
